cas_number,chemical_formula,hill_sorted_formula,preferred_name,aliases,iupac_name,common_name,userid,dtstamp,inchi,class
-121137,C9H13,C9H13,C6H5C(CH3)2CH2&middot;,"",2-methyl-2-phenyl-propanyl radical,C6H5C(CH3)2CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-19 10:14:23.803306""}",,
-1000399,OCONH,CHNO2,O=CON-H,"","",O=CON-H,"{""Vadim Knyazev""}","{""2007-04-21 19:05:14.205406""}",,
-919063,C3D3ClF4,C3D3ClF4,CF3CF(Cl)CD3,"","1,1,1-trideuterio-2-chloro-2,3,3,3-tetrafluoropropane",CF3CF(Cl)CD3,"{""Jeff Manion""}","{""2006-09-19 12:50:39.674161""}",,
-919064,C3H2DClF4,C3H2DClF4,CF3CF(Cl)CH2D,"","1-deuterio-2-chloro-2,3,3,3-tetrafluoropropane",CF3CF(Cl)CH2D,"{""Jeff Manion""}","{""2006-09-19 13:17:03.553782""}",,
-919065,C3HD2ClF4,C3HD2ClF4,CF3CF(Cl)CHD2,"","1,1-dideuterio-2-chloro-2,3,3,3-tetrafluoropropane",CF3CF(Cl)CHD2,"{""Jeff Manion""}","{""2006-09-19 13:18:07.085025""}",,
-919066,C3HDF4,C3HDF4,CF3CF=CHD (unspecified isomer),"","1,1-dideuterio-2-chloro-2,3,3,3-tetrafluoropropane",CF3CF=CHD (unspecified isomer),"{""Jeff Manion""}","{""2006-09-19 13:36:00.929397""}",,
-919067,C3HDClF3,C3HDClF3,CF3CCl=CHD (unspecified isomer),"","1,1-dideuterio-2-chloro-2,3,3,3-tetrafluoropropane",CF3CCl=CHD (unspecified isomer),"{""Jeff Manion""}","{""2006-09-19 13:36:25.068776""}",,
-919068,C3H4F4,C3H4F4,CF3CHFCH3,HFC-254eb,"1,1,1,2-tetrafluoropropane",CF3CHFCH3,"{""Jeff Manion""}","{""2006-09-19 14:46:44.020198""}",,
-919069,C3H3F3,C3H3F3,CH3CF=CF2,"","1,1,2-trifluoropropene",CH3CF=CF2,"{""Jeff Manion""}","{""2006-09-19 14:51:18.677559""}",,
-9190610,C3HD2F3,C3HD2F3,CF3CH=CD2,"","1,1-dideuterio-3,3,3-trifluoropropene",CF3CH=CD2,"{""Jeff Manion""}","{""2006-09-19 15:10:09.387055""}",,
-9190611,C3HD3F4,C3HD3F4,CF3CHFCD3,"","1,1,1-trideuterio-3,3,3-trifluoropropene",CF3CHFCD3,"{""Jeff Manion""}","{""2006-09-19 15:16:49.685059""}",,
-9190612,C3D3F3,C3D3F3,CD3CF=CF2,"","3,3,3-trideuterio-1,1-difluoropropene",CD3CF=CF2,"{""Jeff Manion""}","{""2006-09-19 15:29:36.364146""}",,
18388073,"",C8H16Si,(CH3)3SiC≡CCH(CH3)2,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
19128780,"",C14H24,"Anthracene, tetradecahydro-,(4aα,8aα,9aα,10aα)-","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-121144,C4H7,C4H7,(CH3)2C=CH&middot;,"",2-methylpropen-1-yl radical,(CH3)2C=CH&middot;,"{""Jeff Hudgens""}","{""2006-09-19 21:28:57.774264""}",,
-121142,C5H7,C5H7,H2C=CHC(CH3)=CH&middot;,"","3-methyl-1,3-butadien-4-yl radical",H2C=CHC(CH3)=CH&middot;,"{""Jeff Hudgens""}","{""2006-09-19 21:36:53.708804""}",,
-1000400,CH3CF2OH,C2H4F2O,CH3CF2OH,"","",CH3CF2OH,"{""Vadim Knyazev""}","{""2007-04-21 23:05:17.748884""}",,
19439146,"",C10BrCo3O9,"Cobalt [μ3-(bromomethylidyne)]nonacarbonyltri-,triangulo","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000401,C6H4NO,C6H4NO,C6H4NO,"","","","{""Vadim Knyazev""}","{""2007-04-22 18:37:46.189271""}",,
-1000402,C6H5NOH,C6H6NO,C6H5NOH,"","","","{""Vadim Knyazev""}","{""2007-04-22 18:46:41.426721""}",,
-1000403,H2NC,CH2N,H2NC,"","",H2NC,"{""Vadim Knyazev""}","{""2007-04-22 20:20:20.314159""}",,
-121150,C6H11,C6H11,CH2=CHC(&middot;)(CH3)CH2CH3,"",3-methyl-1-penten-5-yl radical,CH2=CHC(&middot;)(CH3)CH2CH3,"{""Jeff Hudgens""}","{""2006-09-19 22:10:58.07883""}",,
-6175618,H2CS,CH2S,H2CS,"","",H2CS,"{""Eric Chai""}","{""2007-07-16 14:22:46.204168""}",,
-121151,C6H8,C6H8,CH2=CHC(CH=CH2)=CH2,"","",CH2=CHC(CH=CH2)=CH2,"{""Jeff Hudgens""}","{""2006-09-19 22:15:43.477842""}",,
-121152,C7H11,C7H11,CH2=CHC(&middot;)(CH=CH2)CH2CH3,"","",CH2=CHC(&middot;)(CH=CH2)CH2CH3,"{""Jeff Hudgens""}","{""2006-09-19 22:19:37.633936""}",,
19759218,"",C11H14O2,"Benzyl alcohol, o,α-dimethyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1203052,cyclo-C6H10(OH)OO,C7H11ClO4Y,cyclo-C6H10(OH)OO,1-hydroxycyclohexyldioxyl radical,1-hydroxycyclohexyldioxyl,1-hydroxycyclohexylperoxy radical,"{""Robert E. Huie""}","{""2006-09-21 15:07:27.779302""}",,
-67630,(CH3)2C(OH)OO,C3H7O3,(CH3)2C(OH)OO,"","","","{""Robert E. Huie""}","{""2006-09-21 15:11:25.107681""}",,
-1000404,HBrCN,CHBrN,HBrCN,"","",HBrCN,"{""Vadim Knyazev""}","{""2007-04-22 20:22:34.861146""}",,
2669763,NCN,CN2,NCN,"","Amidogen, methanetetraylbis-",cyanonitrene radical,"{""Robert E. Huie""}","{""2006-09-22 18:37:00.36561""}",,
-2669763,NCNNO,CN3O,NCNNO,"","","","{""Robert E. Huie""}","{""2006-09-22 18:55:02.115568""}",,
19759229,"",C11H14O2,"Benzenemethanol, α, 3-dimethyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-121155,C4H7,C4H7,CH2=C(&middot;)CH2CH3,"",1-buten-2-yl radical,CH2=C(&middot;)CH2CH3,"{""Jeff Hudgens""}","{""2006-09-23 16:56:25.151337""}",,
-121156,C5H9,C5H9,CH2=C(CH3)CH(&middot;)CH3,"",2-methyl-1-buten-3-yl radical,CH2=C(CH3)CH(&middot;)CH3,"{""Jeff Hudgens""}","{""2006-09-23 17:03:49.839617""}",,
-1000405,BrCNH,CHBrN,trans-BrCNH,"","",trans-BrCNH,"{""Vadim Knyazev""}","{""2007-04-22 20:23:10.574118""}",,
19759230,"",C10H11BrO2,"Benzyl alcohol, p-bromo-α-methyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
19759263,"",C10H11ClO2,"Benzyl alcohol, m-chloro-α-methyl-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000406,C5H11O3,C5H11O3,(CH3)2C(OH)CH(O&middot;)CH2OH,"","",(CH3)2C(OH)CH(O&middot;)CH2OH,"{""Vadim Knyazev""}","{""2007-04-22 20:49:36.385724""}",,
-121157,C6H11,C6H11,CH2=C(CH3)C(&middot;)(CH3)2,"","2,3-dimethyl-1-buten-3-yl radical",CH2=C(CH3)C(&middot;)(CH3)2,"{""Jeff Hudgens""}","{""2006-09-23 17:17:34.433027""}",,
-1000407,C5H11O3,C5H11O3,(CH3)2C(O&middot;)CH(OH)CH2OH,"","",(CH3)2C(O&middot;)CH(OH)CH2OH,"{""Vadim Knyazev""}","{""2007-04-22 20:49:46.156141""}",,
-1001303,C8H9O2,C8H9O2,(3-methyl-phenyl)-methyl peroxy radical,"","",(3-methyl-phenyl)-methyl peroxy radical,"{""Vadim Knyazev""}","{""2014-05-27 15:34:38.443259""}","",""
-121158,C5H8,C5H8,CH2=C=C(CH3)2,"","3-methyl-1,2-butadiene",CH2=C=C(CH3)2,"{""Jeff Hudgens""}","{""2006-09-23 17:31:19.950897""}",,
-121159,C3H5,C3H5,CH3CH2=CH(&middot;),"","",CH3CH2=CH(&middot;),"{""Jeff Hudgens""}","{""2006-09-23 17:40:05.537994""}",,
-1000408,C5H11O3,C5H11O3,(CH3)2C(OH)CH(OH)CH2O&middot;,"","",(CH3)2C(OH)CH(OH)CH2O&middot;,"{""Vadim Knyazev""}","{""2007-04-22 20:49:56.135491""}",,
-121161,C4H7,C4H7,CH3CH=C(&middot;)(CH3),"","",CH3CH=C(&middot;)(CH3),"{""Jeff Hudgens""}","{""2006-09-23 17:53:02.304971""}",,
-121160,C5H7,C5H7,CH2=CHC(&middot;)=CHCH3,"","1,3-pentadien-3-yl radical",CH2=CHC(&middot;)=CHCH3,"{""Jeff Hudgens""}","{""2006-09-23 18:03:38.185933""}",,
19759274,"",C10H11NO4,"Benzenemethanol, α-methyl-4-nitro-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000409,(CH3)2C(OH)CHO,C4H8O2,(CH3)2C(OH)CHO,"","","","{""Vadim Knyazev""}","{""2007-04-22 20:54:20.475145""}",,
-121163,C10H13,C10H13,C6H5C(&middot;)(CH3)CH2CH3,"","",C6H5C(&middot;)(CH3)CH2CH3,"{""Jeff Hudgens""}","{""2006-09-23 18:26:34.66033""}",,
-121164,C10H13,C10H13,C6H5(CH2)3CH2&middot;,"","",C6H5(CH2)3CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-23 18:34:11.271374""}",,
-121165,C7H13,C7H13,(CH3)2CCH2CH2CH2&middot;,"","",(CH3)2CCH2CH2CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-23 18:56:44.310802""}",,
-1000410,(CH3)2C(OH)CHOH,C4H9O2,(CH3)2C(OH)CH(&middot;)OH,"","",(CH3)2C(OH)CH(&middot;)OH,"{""Vadim Knyazev""}","{""2007-04-22 20:59:05.041869""}",,
-1000411,HOCH2CHOH,C2H5O2,HOCH2CH(&middot;)OH,"","",HOCH2CH(&middot;)OH,"{""Vadim Knyazev""}","{""2007-04-22 21:02:27.248183""}",,
4164287,(CH3)2NNO2,C2H6N2O2,(CH3)2NNO2,"Dimethylamine, N-nitro-;
s-N,N-Dimethyl nitramine;
Dimethylnitroamine;
N-Nitrodimethylamine;
N,N-Dimethylnitramine;
(CH3)2NNO2;
Dimethylnitramin;
DMNO;
Dmnm;
N-Nitro-dma;
2,2-Dimethyl-1-oxohydrazine 1-oxide","Methanamine, N-methyl-N-nitro-",Dimethylnitramine,"{""Robert E. Huie""}","{""2007-04-24 13:55:43.996091""}",,
15337447,(CH3)2N,C2H6N,(CH3)2N,"",Dimethyl amidogen,"","{""Robert E. Huie""}","{""2007-04-24 13:56:41.727593""}",,
-121167,C7H18,C7H18,(CH3)3C(CH2)2CH2&middot;,"","",(CH3)3C(CH2)2CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-23 19:21:30.914213""}",,
-121169,C6H13,C6H13,CH3CH(CH3)CH(CH3)CH2&middot;,"","1-methyl-3,3-dimethyl-1-butyl radical",CH3CH(CH3)CH(CH3)CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-24 00:57:46.977771""}",,
-121171,C7H15,C7H15,CH3CH2C(&middot;)(CH2CH3)CH2CH3,"",3-ethyl-3-pentyl radical,CH3CH2C(&middot;)(CH2CH3)CH2CH3,"{""Jeff Hudgens""}","{""2006-09-24 01:16:19.73736""}",,
-5110631,CH2CHCH(OD)CH2,C4H6DO,CH2=CHCH(OD)CH2(&middot),"","",CH2=CHCH(OD)CH2(&middot),"{""Robert E. Huie""}","{""2007-04-24 14:45:24.822583""}",,
-121172,C9C19,C28,CH3CH2C(CH2CH3)2CH2CH&middot;,"","3,3-diethyl-1-pentyl radical",CH3CH2C(CH2CH3)2CH2CH&middot;,"{""Jeff Hudgens""}","{""2006-09-24 01:20:55.929249""}",,
-121173,C9H19,C9H19,(CH3)3C-C(CH3)2CH2CH2&middot;,"","3,3-methyl-4,4-methyl-1-pentyl radical",(CH3)3C-C(CH3)2CH2CH2&middot;,"{""Jeff Hudgens""}","{""2006-09-24 01:33:05.696622""}",,
112312,CH3CH2CH2CH2CH2CH2CH2CH2CH2CHO,C10H20O,"","",Decanal,n-decanal,"{""Dean Atkinson""}","{""2006-09-24 15:08:08.344391""}",,
19759285,"",C10H11NO4,"Benzenemethanol, α-methyl-3-nitro-, acetate","",,,{NULL},"{""1999-01-01 12:00:00""}",,
5166676,C9H17NO2,C9H17NO2,Ethyl 1-methylnipecotate,"1-Methylpiperidine-3-carboxylic acid ethyl ester;
Ethyl 1-methyl-3-piperidinecarboxylate;
3-Piperidinecarboxylic acid, 1-methyl-, ethyl ester",Ethyl 1-methylnipecotate,"","{""Vadim Knyazev""}","{""2007-02-25 21:53:04.845598""}",,
124130,CH3CH2CH2CH2CH2CH2CH2CHO,C8H16O,n-octanal,"",Octanal,n-octanal,"{""Dean Atkinson""}","{""2006-09-24 15:13:48.212914""}",,
-8765,CF3OC(O)OOC(O)OCF3,C4F6O6,CF3OC(O)OOC(O)OCF3,"","",Bis(trifluoromethyl) peroxydicarbonate,"{""Dean Atkinson""}","{""2006-09-24 16:02:35.766631""}",,
-7645,CF3OC(O)C(O)OCF3,C4F6O4,CF3OC(O)C(O)OCF3,"","","","{""Dean Atkinson""}","{""2006-09-24 16:04:26.252717""}",,
-5103071,NCNO2,CN2O2,NCNO2,"","","","{""Don Burgess""}","{""2006-09-27 11:26:36.099863""}",,
-5103072,NCONO,CN2O2,NCONO,"","","","{""Don Burgess""}","{""2006-09-27 11:26:47.599801""}",,
-5105541,Al(CH3)3NH3,C3H12AlN,AlMe3:NH3,"","",AlMe3:NH3,"{""Don Burgess""}","{""2006-09-27 11:57:38.836654""}",,
-5105542,Al(CH3)2NH2,C2H8AlN,AlMe2NH2,"","",AlMe2NH2,"{""Don Burgess""}","{""2006-09-27 11:58:06.131323""}",,
-5105543,Ga(CH3)2NH2,C2H8GaN,GaMe2NH2,"","",GaMe2NH2,"{""Don Burgess""}","{""2006-09-27 11:59:39.677734""}",,
-5105544,Al(CH3)2NH2Al(CH3)2NH2,C4H16Al2N2,[AlMe2NH2]2,"","",[AlMe2NH2]2,"{""Don Burgess""}","{""2006-09-27 12:00:33.016996""}",,
19759332,"",C11H14O3,"Carbonic acid m,α-dimethylbenzyl methyl ester","",,,{NULL},"{""1999-01-01 12:00:00""}",,
15279035,Ga(CH3)3NH3,C3H12GaN,GaMe3:NH3,"","",GaMe3:NH3,"{""Don Burgess""}","{""2006-09-27 12:15:07.108949""}",,
75241,Al(CH3)3,C3H9Al,Al(CH3)3,TMAl; AlMe3,Trimethylaluminum hydride,Al(CH3)3,"{""Don Burgess""}","{""2006-09-27 12:18:40.370464""}",,
-529001,SiH2OO,H2O2Si,SiH2OO,"","",SiH2OO,"{""Don Burgess""}","{""2006-09-27 17:40:41.958342""}",,
5006622,C8H15NO2,C8H15NO2,Ethyl piperidine-3-carboxylate,"","",Ethyl piperidine-3-carboxylate,"{""Vadim Knyazev""}","{""2007-02-25 21:59:38.546795""}",,
-529002,HSiOOH,H2O2Si,HSiOOH,"","",HSiOOH,"{""Don Burgess""}","{""2006-09-27 17:53:54.539039""}",,
-529003,OSiH2O,H2O2Si,cyc-OSiH2O,"","",cyc-OSiH2O,"{""Don Burgess""}","{""2006-09-27 17:55:31.810227""}",,
498953,C6H11NO2,C6H11NO2,3-Piperidine Carboxylic Acid,"Nipecotic acid
3-Piperidinecarboxylic acid
Piperidin-3-carboxylic acid
H-Nip-OH
L-Nipecotic acid
(+/-)-Piperidine-3-carboxylic acid
3-Piperidine Carboxylic Acid
(+/-)-Piperidine-3-carboxylic acid(DL-Nipecotic acid)
(+/-)-Nipecotic acid
Piperidine-3-carboxylic acid (Nipecotic Acid)
Piperidine-3-carboxylic acid
Nipecotic acid(3-Piperidinecarboxylic acid)
H-DL-Nip-OH","",3-Piperidine Carboxylic Acid,"{""Vadim Knyazev""}","{""2007-02-25 22:07:56.718347""}",,
3374229,C3H7NO2S,C3H7NO2S,Cysteine,"",Cysteine,"","{""Don Burgess""}","{""2006-09-27 18:43:17.812666""}",,
593986,CHFClBr,CHBrClF,CHFClBr,"Methane, bromochlorofluoro-;
Fluorochlorobromomethane",Bromochlorofluoromethane,"","{""Robert E. Huie""}","{""2006-09-29 17:58:13.065654""}",,
766096,C7H15N,C7H15N,"Piperidine, 1-ethyl-","N-Ethylpiperidine;
1-Ethylpiperidine;
1-Ethylpiperidene;
N-Aethylpiperidin;
UN 2386","Piperidine, 1-ethyl-","","{""Vadim Knyazev""}","{""2007-02-25 22:12:11.192683""}",,
-1000126,C4H9,C4H9,C4H9 (mixture of 2-C4H9 and 1-C4H9),"","",C4H9 (mixture of 2-C4H9 and 1-C4H9),"{""Jeff Manion""}","{""2006-10-05 16:10:47.427092""}",,
-6467,BC4H5,C4H5B,BC4H5,"","","","{""Dean Atkinson""}","{""2006-10-07 13:15:09.043379""}",,
-7363,C10H15,C10H15,C10H15,"","","","{""Dean Atkinson""}","{""2006-10-07 13:44:17.947692""}",,
-2674,C10H15OO,C10H15O2,C10H15OO,"","","","{""Dean Atkinson""}","{""2006-10-07 13:47:00.133882""}",,
375826,C6F13CH2OH,C7H3F13O,C6F13CH2OH,"","1H,1H-Perfluoro-1-heptanol","","{""Robert E. Huie""}","{""2007-03-10 16:37:59.787127""}",,
-1000380,C14H12F2,C14H12F2,C14H12F2,"","","unspecified C14H12F2 isomer, product of p-F-C6H4CH2 recombination","{""Vadim Knyazev""}","{""2007-03-01 22:44:56.450467""}",,
-1000381,C7H6,C7H6,C7H6,"","","unspecified C7H6 isomer, product of benzyl radical decomposition","{""Vadim Knyazev""}","{""2007-03-03 18:48:33.276986""}",,
-593986,CFClBr,CBrClF,CFClBr,"","","","{""Robert E. Huie""}","{""2006-10-07 15:22:43.316276""}",,
70881322,CHFBr,CHBrF,CHFBr,"","","","{""Robert E. Huie""}","{""2006-10-07 15:23:31.724392""}",,
373524,CH2FBr,CH2BrF,CH2FBr,"","",Fluorobromomethane,"{""Robert E. Huie""}","{""2006-10-07 15:24:28.143529""}",,
13497977,AlHCl2,HAlCl2,AlHCl2,"","","","{""Dean Atkinson""}","{""2006-10-08 15:10:27.519882""}",,
-3536,AlHCl,HAlCl,AlHCl,"","","","{""Dean Atkinson""}","{""2006-10-08 15:10:44.354935""}",,
-3546,AlH2Cl,H2AlCl,AlH2Cl,"","","","{""Dean Atkinson""}","{""2006-10-08 15:31:42.391095""}",,
1193186,C7H10O,C7H10O,3-methyl-2-cyclohexen-1-one,"",3-methyl-2-cyclohexen-1-one,"","{""Dean Atkinson""}","{""2006-10-08 18:27:59.890829""}",,
-1000361,C3H4O2,C3H4O2,cy-C(=O)CH2CH2O,"","",cy-C(=O)CH2CH2O,"{""Vadim Knyazev""}","{""2007-03-03 21:52:46.968002""}",,
628717,"",C7H12,n-C5H11C≡CH,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-3628,"","",ethyl-3-hydroxypropionate,"",ethyl-3-hydroxypropionate,"","{""Dean Atkinson""}","{""2006-10-08 19:51:27.514466""}",,
1127760,C12H12,C12H12,1-ethylnaphthalene,"",1-ethylnaphthalene,"","{""Dean Atkinson""}","{""2006-10-08 22:56:54.809945""}",,
573988,C12H12,C12H12,"1,2-dimethylnaphthalene","","1,2-dimethylnaphthalene","","{""Dean Atkinson""}","{""2006-10-08 23:06:15.004798""}",,
575439,C12H12,C12H12,"1,6-dimethylnaphthalene","","1,6-dimethylnaphthalene","","{""Dean Atkinson""}","{""2006-10-08 23:20:14.665061""}",,
575371,C12H12,C12H12,"1,7-dimethylnaphthalene","","1,7-dimethylnaphthalene","","{""Dean Atkinson""}","{""2006-10-08 23:26:18.630646""}",,
581420,C12H12,C12H12,"2,6-dimethylnaphthalene","","2,6-dimethylnaphthalene","","{""Dean Atkinson""}","{""2006-10-08 23:34:03.440021""}",,
679878,CH2ICF2CHF2,C3H3F4I,CH2ICF2CHF2,"","1,1,2,2-tetrafluoro-3-iodopropane","","{""Robert E. Huie""}","{""2006-10-09 11:42:17.089198""}",,
354416,CF2ICF2H,C2HF4I,CF2ICF2H,"Ethane, 1,1,2,2-tetrafluoro-1-iodo-;
1,1,2,2-Tetrafluoro-1-iodoethane","Iodo-1,1,2,2-tetrafluoroethane","","{""Robert E. Huie""}","{""2006-10-09 11:45:23.198462""}",,
463990,CF2ClCH2I,C2H2ClF2I,CF2ClCH2I,"","1-chloro-1,1-difluoro-2-iodoethane","","{""Robert E. Huie""}","{""2006-10-11 15:05:34.060689""}",,
-36533,CH3SeClCH3,C2H6ClSe,CH3SeClCH3,"","","","{""Dean Atkinson""}","{""2006-10-22 17:19:48.64373""}",,
-22274,"","",2-nitrooxy-1-propanol,"","",2-nitrooxy-1-propanol,"{""Dean Atkinson""}","{""2006-10-22 18:00:15.37478""}",,
-22275,"","",1-butyl nitrate,"","",1-butyl nitrate,"{""Dean Atkinson""}","{""2006-10-22 18:01:43.00903""}",,
-22276,"","",1-nitrooxy-2-propanol,"","",1-nitrooxy-2-propanol,"{""Dean Atkinson""}","{""2006-10-22 18:02:29.633926""}",,
-22277,"","",2-nitrooxy-1-butanol,"","",2-nitrooxy-1-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:09:09.0389""}",,
-6175619,H2PC,CH2P,H2PC,"","",H2PC,"{""Eric Chai""}","{""2007-07-16 14:23:02.959185""}",,
-22278,"","",2-nitrooxy-2-butanol,"","",2-nitrooxy-2-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:11:46.008949""}",,
-22279,"","",1-nitrooxy-2-butanol,"","",1-nitrooxy-2-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:12:35.494459""}",,
-22280,"","",3-nitrooxy-1-butanol,"","",3-nitrooxy-1-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:14:30.499008""}",,
-22281,"","",4-nitrooxy-2-butanol,"","",4-nitrooxy-2-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:21:33.048022""}",,
-22282,"","",4-nitrooxy-1-butanol,"","",4-nitrooxy-1-butanol,"{""Dean Atkinson""}","{""2006-10-22 18:28:01.563208""}",,
-22283,"","",2-nitrooxy-1-pentanol,"","",2-nitrooxy-1-pentanol,"{""Dean Atkinson""}","{""2006-10-22 18:29:41.169275""}",,
-22284,"","",1-nitrooxy-2-pentanol,"","",1-nitrooxy-2-pentanol,"{""Dean Atkinson""}","{""2006-10-22 18:30:23.46956""}",,
-22285,"","",4-nitrooxy-1-pentanol,"","",4-nitrooxy-1-pentanol,"{""Dean Atkinson""}","{""2006-10-22 18:32:38.27405""}",,
2240882,CF3CH2CH2OH,C3H5F3O,CF3CH2CH2OH,"","3,3,3-Trifluoro-1-propanol","","{""Robert E. Huie""}","{""2007-03-10 10:49:30.483814""}",,
-22286,"","",5-nitrooxy-2-pentanol,"","",5-nitrooxy-2-pentanol,"{""Dean Atkinson""}","{""2006-10-22 18:35:07.760035""}",,
-22287,"","",6-nitrooxy-1-hexanol,"","",6-nitrooxy-1-hexanol,"{""Dean Atkinson""}","{""2006-10-22 18:35:54.789984""}",,
-22288,"","","1,4-butyl dinitrate","","","1,4-butyl dinitrate","{""Dean Atkinson""}","{""2006-10-22 18:37:51.158456""}",,
-21073,N2,N2,N2(a  prime 1sigma u),"","",N2(a  prime 1sigma u),"{""Dean Atkinson""}","{""2006-10-22 18:48:38.009632""}",,
460402,CF3CH2C(O)H,C3H3F3O,CF3CH2C(O)H,"","3,3,3-Trifluoropropionaldehyde","","{""Robert E. Huie""}","{""2007-03-10 11:02:34.784373""}",,
1719068,C14D10,C14D10,Anthracene-d10,"","",Anthracene-d10,"{""Jeff Manion""}","{""2006-11-06 16:38:40.933265""}",,
-75643,CF3C(O)OCHF2,C3HF5O2,CF3C(O)OCHF2,"","","","{""Dean Atkinson""}","{""2006-11-06 16:42:28.268105""}",,
-1237391,CHOCHCHCH2Cl,C4H5ClO,4-chlorocrotonaldehyde,"",4-chlorocrotonaldehyde,"","{""Dean Atkinson""}","{""2006-11-06 16:58:13.132798""}",,
-789441,CH2CHC(O)CH2Cl,C4H5ClO,chloromethyl vinyl ketone,"","",chloromethyl vinyl ketone,"{""Dean Atkinson""}","{""2006-11-06 17:02:26.294901""}",,
-237482,c10h16,C10H16,a-terpinene,"","",a-terpinene,"{""Dean Atkinson""}","{""2006-11-06 17:48:10.324873""}",,
-137704061,NH2,H2N,NH2(X2B1 v2 = 0),"","",NH2(X2B1 v2 = 0),"{""Dean Atkinson""}","{""2006-11-08 14:00:24.263457""}",,
-137704062,NH2,H2N,NH2(X2B1 v2 = 1),"","",NH2(X2B1 v2 = 1),"{""Dean Atkinson""}","{""2006-11-08 14:00:54.37507""}",,
-110820061,C5H9O,C5H9O,cyclopentoxy (chemically activated),"c-C5H9O* 
cyclopentyloxy (chemically activated)","",cyclopentoxy (chemically activated),"{""Jeff Manion""}","{""2006-11-08 15:53:06.355634""}",,
2100176,C5H8O,C5H8O,CH2=CHCH2CH2CHO,"",4-pentenal,CH2=CHCH2CH2CHO,"{""Jeff Manion""}","{""2006-11-08 16:26:48.642571""}",,
285676,C5H8O,C5H8O,cyclopentene epoxide,"","cis-1,2-Epoxycyclopentane",cyclopentene epoxide,"{""Jeff Manion""}","{""2006-11-08 16:57:35.714811""}",,
-110820062,C5H9O,C5H9O,(&middot)CH2(CH2)3CHO,"","",(&middot)CH2(CH2)3CHO,"{""Jeff Manion""}","{""2006-11-08 17:36:38.019347""}",,
75978,C6H12O,C6H12O,tert-C4H9COCH3,"tert-Butyl Methyl ketone;
Methyl tert-butyl ketone;
Pinacolin;
Pinacoline;
Pinacolone;
2,2-Dimethyl-3-butanone;
2,2-Dimethylbutanone;
3,3-Dimethyl-2-butanone;
3,3-Dimethylbutanone;
tert-C4H9COCH3;
Ketone, tert-butyl methyl;
1,1,1-Trimethylacetone;
t-Butyl methyl ketone;
Ketone, t-butyl methyl;
Methyl t-butyl ketone;
Pinakolin;
1,1-Dimethylethyl methyl ketone;
3,3-Dimethyl-butan-2-one","3,3-dimethyl-2-butanone","","{""Robert E. Huie""}","{""2007-03-11 15:56:43.256962""}",,
868660111,C7H13O,C7H13O,4-Methylcyclohexoxy radical,"","Cyclohexyloxy, 4-methyl",4-Methylcyclohexoxy radical,"{""Robert E. Huie""}","{""2007-03-16 14:33:11.771691""}",,
646059,"",C5H6,CH2=CHC≡CCH3,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
63967419,C6F13CHO,C7HF13O,C6F13CHO,"","Heptanal, tridecafluoro","","{""Robert E. Huie""}","{""2007-03-16 14:44:19.396236""}",,
558612,CF2CF2CH2CHCl,C4H3ClF4,"Cyclobutane, 1-chloro-2,2,3,3-tetrafluoro-","Cyclobutane, 3-chloro-1,1,2,2-tetrafluoro-","",cyc-CF2CF2CH2CHCl,"{""Robert E. Huie""}","{""2007-03-16 15:28:27.848629""}",,
76062,CCl3NO2,CCl3NO2,CCl3NO2,chloropicrin,"",CCl3NO2,"{""Jeff Manion""}","{""2007-03-21 09:59:28.68322""}",,
503388,C2Cl4O2,C2Cl4O2,CCl3CO2Cl,diphosgene,trichloromethyo chloroformate,CCl3CO2Cl,"{""Jeff Manion""}","{""2007-03-21 10:05:36.817894""}",,
-9984,CO,CO,(13)CO,"","",(13)CO,"{""Vadim Knyazev""}","{""2007-04-21 12:26:14.296628""}",,
-1001304,C8H9O,C8H9O,(3-methyl-phenyl)-methoxy radical,"","",(3-methyl-phenyl)-methoxy radical,"{""Vadim Knyazev""}","{""2014-05-27 15:34:49.514268""}","",""
-527061,CO2,CO2,(13)CO2,"","",(13)CO2,"{""Vadim Knyazev""}","{""2007-04-21 12:26:35.928401""}",,
