cas_number,chemical_formula,hill_sorted_formula,preferred_name,aliases,iupac_name,common_name,userid,dtstamp,inchi,class
-1001088,C2H6O4P,C2H6O4P,CH3-O-P(O)(CH3)-OO&middot;,"","",CH3-O-P(O)(CH3)-OO&middot;,"{""Vadim Knyazev""}","{""2014-01-31 16:52:57.210976""}","",""
-1001087,C2H6O4P,C2H6O4P,CH3-O-P(O)(-O-CH3)-O&middot;,"","",CH3-O-P(O)(-O-CH3)-O&middot;,"{""Vadim Knyazev""}","{""2014-01-31 16:53:13.387307""}","",""
107448,C4H10FO2P,C4H10FO2P,Sarin,"O-Isopropyl methylphosphonofluoridate; Phosphonofluoridic acid, methyl-, 1-methylethyl ester; Phosphonofluoridic acid, methyl-, isopropyl ester; GB; Isopropoxymethylphosphoryl fluoride; Isopropyl methylfluorophosphonate; Isopropyl methylphosphonofluoridate; Methylfluorophosphoric acid isopropyl ester; Methylphosphonofluoridic acid isopropyl ester; O-Isopropyl methylfluorophosphonate; Zarin; EA 1208; IMPF; Isopropylester kyseliny methylfluorfosfonove; Isopropyl methanefluorophosphonate; Isopropyl methylfluorophosphate; Isopropyl-methyl-phosphoryl fluoride; Methylfluorphosphorsaeureisopropyl ester; Methylphosphonofluoridic acid 1-methylethyl ester; MFI; Phosphine oxide, fluoroisopropoxymethyl-; Phosphoric acid, methylfluoro-, isopropyl ester; Sarin II; T-144; T-2106; TL 1618; Trilone 46; 1-Methylethyl methylphosphonofluoridate; Phosphonofluoridic acid, P-methyl-, 1-methylethyl ester; (.+/-.)-Sarin","",Sarin,"{""Vadim Knyazev""}","{""2014-01-31 16:56:25.286732""}","",""
-1001089,C4H9FO2P,C4H9FO2P,(CH3)2CH-O-PF(O)CH2&middot;,"","",(CH3)2CH-O-PF(O)CH2&middot;,"{""Vadim Knyazev""}","{""2014-01-31 18:07:04.598001""}","",""
-1001090,C4H9FO2P,C4H9FO2P,(CH3)2C(&middot;)-O-PF(O)CH3,"","",(CH3)2C(&middot;)-O-PF(O)CH3,"{""Vadim Knyazev""}","{""2014-01-31 18:07:20.17489""}","",""
-1001091,C4H9FO2P,C4H9FO2P,&middot;CH2CH(CH3)-O-PF(O)CH3,"","",&middot;CH2CH(CH3)-O-PF(O)CH3,"{""Vadim Knyazev""}","{""2014-01-31 18:07:31.181991""}","",""
-1001092,C4H9FO3P,C4H9FO3P,(CH3)2CH-O-PF(O)CH2O&middot;,"","",(CH3)2CH-O-PF(O)CH2O&middot;,"{""Vadim Knyazev""}","{""2014-01-31 18:07:48.789579""}","",""
-1001093,C4H9FO3P,C4H9FO3P,(CH3)2C(O&middot;)-O-PF(O)CH3,"","",(CH3)2C(O&middot;)-O-PF(O)CH3,"{""Vadim Knyazev""}","{""2014-01-31 18:08:02.590671""}","",""
-1001094,C4H9FO3P,C4H9FO3P,&middot;OCH2CH(CH3)-O-PF(O)CH3,"","",&middot;OCH2CH(CH3)-O-PF(O)CH3,"{""Vadim Knyazev""}","{""2014-01-31 18:08:19.261768""}","",""
-1001095,C3H7FO3P,C3H7FO3P,(CH3)2CH-O-PF(O)O&middot;,"","",(CH3)2CH-O-PF(O)O&middot;,"{""Vadim Knyazev""}","{""2014-01-31 18:08:34.422344""}","",""
-1001264,DN2,DN2,DN2,"","",DN2,"{""Vadim Knyazev""}","{""2014-05-20 15:39:58.464738""}","",""
-1001274,HPO,HOP,HPO,"","",HPO,"{""Vadim Knyazev""}","{""2014-05-22 15:55:39.228986""}","",""
-1001096,C3H7FO3P,C3H7FO3P,&middot;OCH(CH3)-O-PF(O)CH3,"","",&middot;OCH(CH3)-O-PF(O)CH3,"{""Vadim Knyazev""}","{""2014-01-31 18:08:45.661921""}","",""
162794049,C7H6,C7H6,"1,3-Cyclopentadiene, 5-ethynyl-","","","1,3-Cyclopentadiene, 5-ethynyl-","{""Vadim Knyazev""}","{""2014-02-06 19:59:15.022375""}","",""
-1001098,C3H3N3O,C3H3N3O,"1,3,5-Triazine-N-oxide","","","1,3,5-Triazine-N-oxide","{""Vadim Knyazev""}","{""2014-02-07 17:48:39.632437""}","",""
-1001099,C3H3N3O,C3H3N3O,"2-hydroxy-1,3,5-triazine","","","2-hydroxy-1,3,5-triazine","{""Vadim Knyazev""}","{""2014-02-07 17:48:50.613332""}","",""
-1001100,C3H3N3O,C3H3N3O,"1,3,5-Triazin-2(1H)-one","","","1,3,5-Triazin-2(1H)-one","{""Vadim Knyazev""}","{""2014-02-07 17:49:04.597155""}","",""
-1001101,C3H4N3O,C3H4N3O,"1-hydroxy-1,3,5-triazin-4-yl","","","1-hydroxy-1,3,5-triazin-4-yl","{""Vadim Knyazev""}","{""2014-02-07 17:49:20.670107""}","",""
-1001102,C3H4N3O,C3H4N3O,"2-hydroxy-1,3,5-triazin-5-yl","","","2-hydroxy-1,3,5-triazin-5-yl","{""Vadim Knyazev""}","{""2014-02-07 17:49:33.917067""}","",""
-1001103,C3H4N3O,C3H4N3O,"N-hydroxy-1,3,5-triazine","","","N-hydroxy-1,3,5-triazine","{""Vadim Knyazev""}","{""2014-02-07 17:49:47.749537""}","",""
-1001104,C3H2N3,C3H2N3,s-triazinyl,"","",s-triazinyl,"{""Vadim Knyazev""}","{""2014-02-07 17:50:09.054874""}","",""
-1001105,C2H5O3,C2H5O3,CH3CH(O&middot;)OOH,"",CH3CH(O&middot;)OOH,"","{""Vadim Knyazev""}","{""2014-02-07 19:11:49.053346""}","",""
-1001106,C2H5O3,C2H5O3,[CH3CHO…HO2] complex,"",[CH3CHO…HO2] complex,"","{""Vadim Knyazev""}","{""2014-02-07 19:18:20.999871""}","",""
-1001107,C2H5O3,C2H5O3,&middot;CH2CH(OOH)OH,"",&middot;CH2CH(OOH)OH,"","{""Vadim Knyazev""}","{""2014-02-07 19:23:21.72259""}","",""
-1001108,C9H8,C9H8,cyclopentadiene-fulvene,"","",cyclopentadiene-fulvene,"{""Vadim Knyazev""}","{""2014-02-09 14:54:14.083229""}","",""
-1001110,C7H7,C7H7,cyclopentenyl-allene radical,"","",cyclopentenyl-allene radical,"{""Vadim Knyazev""}","{""2014-02-28 14:40:34.713672""}","",""
-1001109,C7H7,C7H7,cyclopentadienyl-ethene radical,"","",cyclopentadienyl-ethene radical,"{""Vadim Knyazev""}","{""2014-02-28 14:40:43.329093""}","",""
-1001111,C8H8,C8H8,m-xylylene,"","",m-xylylene,"{""Vadim Knyazev""}","{""2014-02-28 16:28:18.670876""}","",""
